Wavelength, QE
0.26986979980770487, 0.059332136487118436
0.28902208400506363, 0.1110794778133608
0.2974724098321325, 0.15720715890337256
0.30795012993097004, 0.20184427837231345
0.32064967756944796, 0.23686257261048782
0.3479860046465259, 0.26112291119891806
0.38445835949825147, 0.34071441699866944
0.39899180246675725, 0.38220784047866574
0.4148214227293546, 0.4184789147867304
0.43311140732972886, 0.45350206307161434
0.44953896294740875, 0.48670894809531506
0.4683164655754494, 0.5287008345662272
0.48744644273642934, 0.5736199648057236
0.5036381977967851, 0.6065475530538206
0.5186711315149509, 0.6345670860929558
0.5374323067938516, 0.668690295897583
0.5520619853538556, 0.6934387264568747
0.5688924691155515, 0.7207939269217998
0.5837907664382328, 0.7416412344419078
0.6035868013398861, 0.7670530365542458
0.627420927042363, 0.8058526643232591
0.6440091133432448, 0.8276332479698141
0.6600056176003641, 0.8458821322310592
0.6803164662002267, 0.8673934341883012
0.6940248991950141, 0.8810844264286422
0.7178086380239949, 0.8980524118526244
0.7345587697384204, 0.9051180352092706
0.7514085239765691, 0.9098428290213849
0.7759720747526789, 0.9089295252282821
0.7961322632639094, 0.8923978701075008
0.8127805534300503, 0.8657776728656694
0.8295986573705096, 0.8310291497257338
0.8472356981648357, 0.782301239013006
0.8598276114330164, 0.7332354136828813
0.8699145963438483, 0.6916417058648188
0.8805014457347926, 0.6487486618405075
0.8926135157970976, 0.5974984709994254
0.9026197482351743, 0.5528202767740948
0.9115719940598439, 0.5116138782815576
0.920700360360217, 0.46546564201666285
0.9290826672449454, 0.4206161190739298
0.9373038028720673, 0.37810726995470667
0.9473132387140217, 0.33287168345462326
0.960269405698151, 0.2816236282161263
0.9725572625482553, 0.23650528629797352
0.9857883216276561, 0.1925041314822351
1.0004542053252385, 0.14669505560291218
1.0138367920818216, 0.10998693912411794
0.3656533308130193, 0.26122690822906736
0.37406451519095013, 0.29768082646911276
1.0334444452522373, 0.06557299580513098
1.0473507622738076, 0.04587383405186496
0.33582977702491473, 0.2505252673592683
0.2489818173887124, 0.06207024405848105
0.2810954641618623, 0.07429570553039255
