Wavelength, QE
0.24486898492751502, 0.4013039865826462
0.24882462592749438, 0.3505784300153061
0.2542567317516399, 0.30055975977538396
0.26041221774448226, 0.253842349386477
0.2665456297609159, 0.21150609774384166
0.2901439952706645, 0.2277924099042199
0.3042435766826674, 0.26195048965526035
0.322687576934629, 0.2801246301230683
0.33876172976196095, 0.3014546784887939
0.3533354995633271, 0.3380155102938478
0.3632128281635383, 0.38349381478526245
0.3712379449201447, 0.4356992128073751
0.3776502598766001, 0.48488236811660856
0.3831287716617319, 0.5235698861914027
0.38946053801644176, 0.5642608544566081
0.3977383959632522, 0.6103656438706153
0.4073565764141203, 0.659719162003067
0.4179671514551749, 0.7079393157594838
0.42970164728145, 0.7499034298587925
0.44621966889880277, 0.7992372821861091
0.4603913019054569, 0.8358805501987522
0.47827865086480315, 0.8694176710294577
0.4932857780388525, 0.8871102395324223
0.5103368319609112, 0.9019891563352558
0.527206588961082, 0.9108869098251553
0.5445594790662266, 0.9183138880040824
0.5671062940648839, 0.9229954396991548
0.580426362114969, 0.9230290762346347
0.6000487256200437, 0.920644619608385
0.6167306953152405, 0.9143583248664536
0.6342107819125636, 0.9070308992644267
0.6503576537261239, 0.8985410555063801
0.6681432388178116, 0.8865318334990359
0.6869969507588838, 0.8723462920519174
0.7023688474732498, 0.8568074584577617
0.7202210048747417, 0.8315852180092806
0.737436804407579, 0.7997779583490101
0.7556267420340141, 0.7536750999212991
0.7676394700717761, 0.7194346017597782
0.7801879400240466, 0.679576375042486
0.7946515001173472, 0.6310022812864085
0.8090842600893702, 0.5815472306487115
0.823639536470138, 0.5322547565991681
0.8371950602685834, 0.48555603317441665
0.8507505840670285, 0.4388573097496653
0.8647373763025211, 0.39049064129571454
0.8776445959230837, 0.3465720042240492
0.8921657435670836, 0.29705922421494324
0.9081763590478077, 0.24567254213598044
0.9366919322184618, 0.17425425759853264
0.9521349561901449, 0.144598356933057
0.9710993049698918, 0.11125165626709688
0.9842273644632785, 0.09064441967490833
0.9218224663430166, 0.20778086563925113
0.9991149308502807, 0.06706695772134008
1.014768631528055, 0.045894366056385305
1.032088686855101, 0.03684719447892815
1.0453551818213211, 0.032335241183388375
0.2747512191398135, 0.17887412006550563
0.2844483562741851, 0.1970804259673602
